Freq.	V(out)
2.31821368352785e+002	(-1.82905137979545e-001dB,-1.65822878722494e+001°)
2.33607508908721e+002	(-1.85696091752167e-001dB,-1.67082574491223e+001°)
2.35407411345661e+002	(-1.88529301358944e-001dB,-1.68351565274805e+001°)
2.37221181696341e+002	(-1.91405392469745e-001dB,-1.69629913397110e+001°)
2.39048926810458e+002	(-1.94324999588860e-001dB,-1.70917681456196e+001°)
2.40890754360968e+002	(-1.97288766166654e-001dB,-1.72214932322016e+001°)
2.42746772850425e+002	(-2.00297344712180e-001dB,-1.73521729134018e+001°)
2.44617091617377e+002	(-2.03351396906886e-001dB,-1.74838135298639e+001°)
2.46501820842803e+002	(-2.06451593719210e-001dB,-1.76164214486692e+001°)
2.48401071556608e+002	(-2.09598615520279e-001dB,-1.77500030630631e+001°)
2.50314955644161e+002	(-2.12793152200451e-001dB,-1.78845647921710e+001°)
2.52243585852886e+002	(-2.16035903287038e-001dB,-1.80201130807020e+001°)
2.54187075798907e+002	(-2.19327578062771e-001dB,-1.81566543986406e+001°)
2.56145539973738e+002	(-2.22668895685401e-001dB,-1.82941952409261e+001°)
2.58119093751027e+002	(-2.26060585308176e-001dB,-1.84327421271197e+001°)
2.60107853393359e+002	(-2.29503386201282e-001dB,-1.85723016010584e+001°)
2.62111936059095e+002	(-2.32998047874220e-001dB,-1.87128802304964e+001°)
2.64131459809285e+002	(-2.36545330199116e-001dB,-1.88544846067324e+001°)
2.66166543614614e+002	(-2.40146003534877e-001dB,-1.89971213442241e+001°)
2.68217307362413e+002	(-2.43800848852396e-001dB,-1.91407970801882e+001°)
2.70283871863727e+002	(-2.47510657860439e-001dB,-1.92855184741867e+001°)
2.72366358860424e+002	(-2.51276233132637e-001dB,-1.94312922076983e+001°)
2.74464891032371e+002	(-2.55098388235087e-001dB,-1.95781249836758e+001°)
2.76579592004661e+002	(-2.58977947855028e-001dB,-1.97260235260873e+001°)
2.78710586354897e+002	(-2.62915747930148e-001dB,-1.98749945794434e+001°)
2.80857999620526e+002	(-2.66912635778834e-001dB,-2.00250449083081e+001°)
2.83021958306240e+002	(-2.70969470231147e-001dB,-2.01761812967935e+001°)
2.85202589891426e+002	(-2.75087121760566e-001dB,-2.03284105480392e+001°)
2.87400022837675e+002	(-2.79266472616475e-001dB,-2.04817394836746e+001°)
2.89614386596351e+002	(-2.83508416957415e-001dB,-2.06361749432642e+001°)
2.91845811616218e+002	(-2.87813860985000e-001dB,-2.07917237837362e+001°)
2.94094429351122e+002	(-2.92183723078498e-001dB,-2.09483928787937e+001°)
2.96360372267736e+002	(-2.96618933930093e-001dB,-2.11061891183077e+001°)
2.98643773853365e+002	(-3.01120436680774e-001dB,-2.12651194076924e+001°)
3.00944768623810e+002	(-3.05689187056789e-001dB,-2.14251906672619e+001°)
3.03263492131290e+002	(-3.10326153506708e-001dB,-2.15864098315684e+001°)
3.05600080972427e+002	(-3.15032317338991e-001dB,-2.17487838487214e+001°)
3.07954672796298e+002	(-3.19808672860029e-001dB,-2.19123196796867e+001°)
3.10327406312538e+002	(-3.24656227512753e-001dB,-2.20770242975672e+001°)
3.12718421299516e+002	(-3.29576002015643e-001dB,-2.22429046868620e+001°)
3.15127858612564e+002	(-3.34569030502014e-001dB,-2.24099678427067e+001°)
3.17555860192283e+002	(-3.39636360659907e-001dB,-2.25782207700915e+001°)
3.20002569072895e+002	(-3.44779053872080e-001dB,-2.27476704830596e+001°)
3.22468129390677e+002	(-3.49998185356391e-001dB,-2.29183240038833e+001°)
3.24952686392450e+002	(-3.55294844306434e-001dB,-2.30901883622187e+001°)
3.27456386444131e+002	(-3.60670134032346e-001dB,-2.32632705942385e+001°)
3.29979377039364e+002	(-3.66125172101717e-001dB,-2.34375777417418e+001°)
3.32521806808199e+002	(-3.71661090480715e-001dB,-2.36131168512420e+001°)
3.35083825525858e+002	(-3.77279035675203e-001dB,-2.37898949730308e+001°)
3.37665584121550e+002	(-3.82980168871852e-001dB,-2.39679191602196e+001°)
3.40267234687365e+002	(-3.88765666079252e-001dB,-2.41471964677561e+001°)
3.42888930487238e+002	(-3.94636718268900e-001dB,-2.43277339514174e+001°)
3.45530825965969e+002	(-4.00594531516052e-001dB,-2.45095386667791e+001°)
3.48193076758332e+002	(-4.06640327140289e-001dB,-2.46926176681581e+001°)
3.50875839698233e+002	(-4.12775341846012e-001dB,-2.48769780075322e+001°)
3.53579272827957e+002	(-4.19000827862308e-001dB,-2.50626267334322e+001°)
3.56303535407476e+002	(-4.25318053082714e-001dB,-2.52495708898099e+001°)
3.59048787923827e+002	(-4.31728301204277e-001dB,-2.54378175148787e+001°)
3.61815192100574e+002	(-4.38232871866293e-001dB,-2.56273736399285e+001°)
3.64602910907328e+002	(-4.44833080788268e-001dB,-2.58182462881131e+001°)
3.67412108569351e+002	(-4.51530259907382e-001dB,-2.60104424732110e+001°)
3.70242950577232e+002	(-4.58325757515053e-001dB,-2.62039691983585e+001°)
3.73095603696633e+002	(-4.65220938392761e-001dB,-2.63988334547547e+001°)
3.75970235978113e+002	(-4.72217183947003e-001dB,-2.65950422203386e+001°)
3.78867016767031e+002	(-4.79315892343196e-001dB,-2.67926024584381e+001°)
3.81786116713522e+002	(-4.86518478638554e-001dB,-2.69915211163895e+001°)
3.84727707782544e+002	(-4.93826374913878e-001dB,-2.71918051241285e+001°)
3.87691963264018e+002	(-5.01241030403983e-001dB,-2.73934613927517e+001°)
3.90679057783029e+002	(-5.08763911626932e-001dB,-2.75964968130480e+001°)
3.93689167310115e+002	(-5.16396502511802e-001dB,-2.78009182540008e+001°)
3.96722469171637e+002	(-5.24140304524923e-001dB,-2.80067325612595e+001°)
3.99779142060221e+002	(-5.31996836794566e-001dB,-2.82139465555802e+001°)
4.02859366045286e+002	(-5.39967636233851e-001dB,-2.84225670312366e+001°)
4.05963322583654e+002	(-5.48054257661945e-001dB,-2.86326007543987e+001°)
4.09091194530237e+002	(-5.56258273923283e-001dB,-2.88440544614810e+001°)
4.12243166148809e+002	(-5.64581276004743e-001dB,-2.90569348574588e+001°)
4.15419423122865e+002	(-5.73024873150875e-001dB,-2.92712486141531e+001°)
4.18620152566554e+002	(-5.81590692976589e-001dB,-2.94870023684832e+001°)
4.21845543035707e+002	(-5.90280381577803e-001dB,-2.97042027206868e+001°)
4.25095784538941e+002	(-5.99095603639429e-001dB,-2.99228562325088e+001°)
4.28371068548855e+002	(-6.08038042540806e-001dB,-3.01429694253563e+001°)
4.31671588013308e+002	(-6.17109400458506e-001dB,-3.03645487784220e+001°)
4.34997537366788e+002	(-6.26311398466227e-001dB,-3.05876007267732e+001°)
4.38349112541862e+002	(-6.35645776631681e-001dB,-3.08121316594096e+001°)
4.41726510980723e+002	(-6.45114294110551e-001dB,-3.10381479172864e+001°)
4.45129931646820e+002	(-6.54718729237096e-001dB,-3.12656557913052e+001°)
4.48559575036575e+002	(-6.64460879611374e-001dB,-3.14946615202701e+001°)
4.52015643191202e+002	(-6.74342562183117e-001dB,-3.17251712888125e+001°)
4.55498339708602e+002	(-6.84365613331823e-001dB,-3.19571912252802e+001°)
4.59007869755360e+002	(-6.94531888943179e-001dB,-3.21907273995939e+001°)
4.62544440078835e+002	(-7.04843264481445e-001dB,-3.24257858210706e+001°)
4.66108259019330e+002	(-7.15301635057886e-001dB,-3.26623724362123e+001°)
4.69699536522378e+002	(-7.25908915494941e-001dB,-3.29004931264616e+001°)
4.73318484151097e+002	(-7.36667040385970e-001dB,-3.31401537059242e+001°)
4.76965315098664e+002	(-7.47577964150554e-001dB,-3.33813599190572e+001°)
4.80640244200867e+002	(-7.58643661085062e-001dB,-3.36241174383241e+001°)
4.84343487948767e+002	(-7.69866125408365e-001dB,-3.38684318618168e+001°)
4.88075264501444e+002	(-7.81247371302631e-001dB,-3.41143087108445e+001°)
4.91835793698858e+002	(-7.92789432948775e-001dB,-3.43617534274886e+001°)
4.95625297074791e+002	(-8.04494364556793e-001dB,-3.46107713721264e+001°)
4.99443997869904e+002	(-8.16364240390438e-001dB,-3.48613678209205e+001°)
5.03292121044884e+002	(-8.28401154786252e-001dB,-3.51135479632767e+001°)
5.07169893293700e+002	(-8.40607222166778e-001dB,-3.53673168992699e+001°)
5.11077543056956e+002	(-8.52984577047762e-001dB,-3.56226796370374e+001°)
5.15015300535347e+002	(-8.65535374039084e-001dB,-3.58796410901415e+001°)
5.18983397703222e+002	(-8.78261787839443e-001dB,-3.61382060749005e+001°)
5.22982068322249e+002	(-8.91166013224321e-001dB,-3.63983793076888e+001°)
5.27011547955187e+002	(-9.04250265027366e-001dB,-3.66601654022072e+001°)
5.31072073979762e+002	(-9.17516778114794e-001dB,-3.69235688667228e+001°)
5.35163885602652e+002	(-9.30967807352657e-001dB,-3.71885941012798e+001°)
5.39287223873576e+002	(-9.44605627566857e-001dB,-3.74552453948813e+001°)
5.43442331699497e+002	(-9.58432533495741e-001dB,-3.77235269226430e+001°)
5.47629453858933e+002	(-9.72450839734936e-001dB,-3.79934427429190e+001°)
5.51848837016372e+002	(-9.86662880674395e-001dB,-3.82649967944006e+001°)
5.56100729736809e+002	(-1.00107101042744e+000dB,-3.85381928931888e+001°)
5.60385382500383e+002	(-1.01567760275148e+000dB,-3.88130347298412e+001°)
5.64703047717138e+002	(-1.03048505096042e+000dB,-3.90895258663939e+001°)
5.69053979741890e+002	(-1.04549576782842e+000dB,-3.93676697333596e+001°)
5.73438434889212e+002	(-1.06071218548486e+000dB,-3.96474696267019e+001°)
5.77856671448532e+002	(-1.07613675530031e+000dB,-3.99289287047879e+001°)
5.82308949699350e+002	(-1.09177194776339e+000dB,-4.02120499853193e+001°)
5.86795531926574e+002	(-1.10762025234817e+000dB,-4.04968363422427e+001°)
5.91316682435965e+002	(-1.12368417737217e+000dB,-4.07832905026409e+001°)
5.95872667569712e+002	(-1.13996624984443e+000dB,-4.10714150436055e+001°)
6.00463755722121e+002	(-1.15646901530380e+000dB,-4.13612123890931e+001°)
6.05090217355427e+002	(-1.17319503764717e+000dB,-4.16526848067644e+001°)
6.09752325015725e+002	(-1.19014689894720e+000dB,-4.19458344048093e+001°)
6.14450353349029e+002	(-1.20732719925980e+000dB,-4.22406631287580e+001°)
6.19184579117447e+002	(-1.22473855642085e+000dB,-4.25371727582804e+001°)
6.23955281215489e+002	(-1.24238360583211e+000dB,-4.28353649039739e+001°)
6.28762740686495e+002	(-1.26026500023616e+000dB,-4.31352410041423e+001°)
6.33607240739192e+002	(-1.27838540948009e+000dB,-4.34368023215666e+001°)
6.38489066764377e+002	(-1.29674752026801e+000dB,-4.37400499402691e+001°)
6.43408506351731e+002	(-1.31535403590186e+000dB,-4.40449847622729e+001°)
6.48365849306760e+002	(-1.33420767601069e+000dB,-4.43516075043579e+001°)
6.53361387667866e+002	(-1.35331117626809e+000dB,-4.46599186948151e+001°)
6.58395415723554e+002	(-1.37266728809758e+000dB,-4.49699186702014e+001°)
6.63468230029767e+002	(-1.39227877836601e+000dB,-4.52816075720956e+001°)
6.68580129427356e+002	(-1.41214842906452e+000dB,-4.55949853438586e+001°)
6.73731415059686e+002	(-1.43227903697726e+000dB,-4.59100517273992e+001°)
6.78922390390376e+002	(-1.45267341333742e+000dB,-4.62268062599471e+001°)
6.84153361221173e+002	(-1.47333438347074e+000dB,-4.65452482708350e+001°)
6.89424635709973e+002	(-1.49426478642614e+000dB,-4.68653768782935e+001°)
6.94736524388970e+002	(-1.51546747459342e+000dB,-4.71871909862578e+001°)
7.00089340182950e+002	(-1.53694531330807e+000dB,-4.75106892811912e+001°)
7.05483398427728e+002	(-1.55870118044283e+000dB,-4.78358702289268e+001°)
7.10919016888721e+002	(-1.58073796598622e+000dB,-4.81627320715279e+001°)
7.16396515779670e+002	(-1.60305857160756e+000dB,-4.84912728241717e+001°)
7.21916217781505e+002	(-1.62566591020880e+000dB,-4.88214902720580e+001°)
7.27478448061351e+002	(-1.64856290546287e+000dB,-4.91533819673437e+001°)
7.33083534291685e+002	(-1.67175249133850e+000dB,-4.94869452261080e+001°)
7.38731806669641e+002	(-1.69523761161154e+000dB,-4.98221771253485e+001°)
7.44423597936459e+002	(-1.71902121936266e+000dB,-5.01590745000126e+001°)
7.50159243397090e+002	(-1.74310627646147e+000dB,-5.04976339400648e+001°)
7.55939080939945e+002	(-1.76749575303693e+000dB,-5.08378517875942e+001°)
7.61763451056804e+002	(-1.79219262693428e+000dB,-5.11797241339640e+001°)
7.67632696862874e+002	(-1.81719988315809e+000dB,-5.15232468170054e+001°)
7.73547164116999e+002	(-1.84252051330188e+000dB,-5.18684154182591e+001°)
7.79507201242031e+002	(-1.86815751496403e+000dB,-5.22152252602673e+001°)
7.85513159345356e+002	(-1.89411389115015e+000dB,-5.25636714039179e+001°)
7.91565392239576e+002	(-1.92039264966190e+000dB,-5.29137486458448e+001°)
7.97664256463354e+002	(-1.94699680247237e+000dB,-5.32654515158864e+001°)
8.03810111302418e+002	(-1.97392936508805e+000dB,-5.36187742746058e+001°)
8.10003318810725e+002	(-2.00119335589754e+000dB,-5.39737109108742e+001°)
8.16244243831789e+002	(-2.02879179550701e+000dB,-5.43302551395228e+001°)
8.22533254020178e+002	(-2.05672770606260e+000dB,-5.46884003990626e+001°)
8.28870719863168e+002	(-2.08500411055984e+000dB,-5.50481398494788e+001°)
8.35257014702573e+002	(-2.11362403214028e+000dB,-5.54094663700993e+001°)
8.41692514756734e+002	(-2.14259049337546e+000dB,-5.57723725575429e+001°)
8.48177599142684e+002	(-2.17190651553831e+000dB,-5.61368507237484e+001°)
8.54712649898486e+002	(-2.20157511786245e+000dB,-5.65028928940880e+001°)
8.61298052005731e+002	(-2.23159931678916e+000dB,-5.68704908055683e+001°)
8.67934193412224e+002	(-2.26198212520264e+000dB,-5.72396359051214e+001°)
8.74621465054835e+002	(-2.29272655165349e+000dB,-5.76103193479886e+001°)
8.81360260882529e+002	(-2.32383559957100e+000dB,-5.79825319962013e+001°)
8.88150977879577e+002	(-2.35531226646403e+000dB,-5.83562644171589e+001°)
8.94994016088939e+002	(-2.38715954311129e+000dB,-5.87315068823099e+001°)
9.01889778635830e+002	(-2.41938041274093e+000dB,-5.91082493659371e+001°)
9.08838671751471e+002	(-2.45197785019995e+000dB,-5.94864815440495e+001°)
9.15841104797020e+002	(-2.48495482111367e+000dB,-5.98661927933850e+001°)
9.22897490287685e+002	(-2.51831428103566e+000dB,-6.02473721905251e+001°)
9.30008243917029e+002	(-2.55205917458845e+000dB,-6.06300085111259e+001°)
9.37173784581454e+002	(-2.58619243459544e+000dB,-6.10140902292664e+001°)
9.44394534404884e+002	(-2.62071698120435e+000dB,-6.13996055169179e+001°)
9.51670918763626e+002	(-2.65563572100275e+000dB,-6.17865422435364e+001°)
9.59003366311435e+002	(-2.69095154612582e+000dB,-6.21748879757805e+001°)
9.66392309004763e+002	(-2.72666733335715e+000dB,-6.25646299773578e+001°)
9.73838182128206e+002	(-2.76278594322277e+000dB,-6.29557552090012e+001°)
9.81341424320145e+002	(-2.79931021907892e+000dB,-6.33482503285784e+001°)
9.88902477598592e+002	(-2.83624298619419e+000dB,-6.37421016913359e+001°)
9.96521787387222e+002	(-2.87358705082635e+000dB,-6.41372953502797e+001°)
1.00419980254162e+003	(-2.91134519929455e+000dB,-6.45338170566959e+001°)
1.01193697537571e+003	(-2.94952019704733e+000dB,-6.49316522608115e+001°)
1.01973376168844e+003	(-2.98811478772694e+000dB,-6.53307861125980e+001°)
1.02759062079056e+003	(-3.02713169223069e+000dB,-6.57312034627203e+001°)
1.03550801553175e+003	(-3.06657360776978e+000dB,-6.61328888636306e+001°)
1.04348641232787e+003	(-3.10644320692623e+000dB,-6.65358265708113e+001°)
1.05152628118841e+003	(-3.14674313670848e+000dB,-6.69400005441659e+001°)
1.05962809574419e+003	(-3.18747601760634e+000dB,-6.73453944495614e+001°)
1.06779233327529e+003	(-3.22864444264590e+000dB,-6.77519916605216e+001°)
1.07601947473914e+003	(-3.27025097644492e+000dB,-6.81597752600734e+001°)
1.08431000479883e+003	(-3.31229815426952e+000dB,-6.85687280427470e+001°)
1.09266441185172e+003	(-3.35478848109269e+000dB,-6.89788325167304e+001°)
1.10108318805818e+003	(-3.39772443065534e+000dB,-6.93900709061789e+001°)
1.10956682937055e+003	(-3.44110844453054e+000dB,-6.98024251536808e+001°)
1.11811583556244e+003	(-3.48494293119173e+000dB,-7.02158769228788e+001°)
1.12673071025808e+003	(-3.52923026508532e+000dB,-7.06304076012484e+001°)
1.13541196096206e+003	(-3.57397278570867e+000dB,-7.10459983030316e+001°)
1.14416009908919e+003	(-3.61917279669408e+000dB,-7.14626298723289e+001°)
1.15297563999462e+003	(-3.66483256489924e+000dB,-7.18802828863460e+001°)
1.16185910300423e+003	(-3.71095431950525e+000dB,-7.22989376587974e+001°)
1.17081101144522e+003	(-3.75754025112260e+000dB,-7.27185742434651e+001°)
1.17983189267691e+003	(-3.80459251090594e+000dB,-7.31391724379123e+001°)
1.18892227812183e+003	(-3.85211320967836e+000dB,-7.35607117873510e+001°)
1.19808270329703e+003	(-3.90010441706590e+000dB,-7.39831715886630e+001°)
1.20731370784562e+003	(-3.94856816064295e+000dB,-7.44065308945723e+001°)
1.21661583556854e+003	(-3.99750642508921e+000dB,-7.48307685179688e+001°)
1.22598963445664e+003	(-4.04692115135915e+000dB,-7.52558630363806e+001°)
1.23543565672292e+003	(-4.09681423586435e+000dB,-7.56817927965944e+001°)
1.24495445883508e+003	(-4.14718752966968e+000dB,-7.61085359194211e+001°)
1.25454660154832e+003	(-4.19804283770380e+000dB,-7.65360703046060e+001°)
1.26421264993833e+003	(-4.24938191798494e+000dB,-7.69643736358801e+001°)
1.27395317343462e+003	(-4.30120648086231e+000dB,-7.73934233861516e+001°)
1.28376874585403e+003	(-4.35351818827409e+000dB,-7.78231968228334e+001°)
1.29365994543458e+003	(-4.40631865302253e+000dB,-7.82536710133062e+001°)
1.30362735486947e+003	(-4.45960943806681e+000dB,-7.86848228305130e+001°)
1.31367156134148e+003	(-4.51339205583433e+000dB,-7.91166289586816e+001°)
1.32379315655750e+003	(-4.56766796755111e+000dB,-7.95490658991740e+001°)
1.33399273678343e+003	(-4.62243858259176e+000dB,-7.99821099764580e+001°)
1.34427090287926e+003	(-4.67770525784977e+000dB,-8.04157373441976e+001°)
1.35462826033451e+003	(-4.73346929712876e+000dB,-8.08499239914595e+001°)
1.36506541930391e+003	(-4.78973195055492e+000dB,-8.12846457490317e+001°)
1.37558299464327e+003	(-4.84649441401166e+000dB,-8.17198782958498e+001°)
1.38618160594578e+003	(-4.90375782859662e+000dB,-8.21555971655285e+001°)
1.39686187757848e+003	(-4.96152328010186e+000dB,-8.25917777529929e+001°)
1.40762443871903e+003	(-5.01979179851737e+000dB,-8.30283953212056e+001°)
1.41846992339280e+003	(-5.07856435755882e+000dB,-8.34654250079864e+001°)
1.42939897051019e+003	(-5.13784187421955e+000dB,-8.39028418329185e+001°)
1.44041222390431e+003	(-5.19762520834766e+000dB,-8.43406207043386e+001°)
1.45151033236887e+003	(-5.25791516224822e+000dB,-8.47787364264041e+001°)
1.46269394969640e+003	(-5.31871248031132e+000dB,-8.52171637062345e+001°)
1.47396373471682e+003	(-5.38001784866609e+000dB,-8.56558771611214e+001°)
1.48532035133617e+003	(-5.44183189486116e+000dB,-8.60948513258021e+001°)
1.49676446857579e+003	(-5.50415518757180e+000dB,-8.65340606597916e+001°)
1.50829676061169e+003	(-5.56698823633411e+000dB,-8.69734795547689e+001°)
1.51991790681429e+003	(-5.63033149130645e+000dB,-8.74130823420110e+001°)
1.53162859178843e+003	(-5.69418534305834e+000dB,-8.78528432998709e+001°)
1.54342950541370e+003	(-5.75855012238715e+000dB,-8.82927366612933e+001°)
1.55532134288510e+003	(-5.82342610016260e+000dB,-8.87327366213623e+001°)
1.56730480475394e+003	(-5.88881348719938e+000dB,-8.91728173448775e+001°)
1.57938059696919e+003	(-5.95471243415790e+000dB,-8.96129529739512e+001°)
1.59154943091895e+003	(-6.02112303147302e+000dB,-9.00531176356200e+001°)
