time	V(n001)	V(n002)	V(n003)	V(n004)	I(L1)	I(L2)	I(R1)	I(R2)	I(R3)	I(R4)
9.714042840525508e+000	-2.385190e-003	1.764691e-003	9.310431e-004	-9.843303e-004	2.037231e-003	-2.445170e-003	-2.385190e-003	3.529382e-003	2.793129e-003	-3.937321e-003
9.723808465525508e+000	-2.377104e-003	1.751320e-003	9.355801e-004	-9.830688e-004	1.996794e-003	-2.426430e-003	-2.377104e-003	3.502639e-003	2.806740e-003	-3.932275e-003
9.733574090525508e+000	-2.368842e-003	1.737900e-003	9.399777e-004	-9.817225e-004	1.956567e-003	-2.407658e-003	-2.368842e-003	3.475799e-003	2.819933e-003	-3.926890e-003
9.743339715525508e+000	-2.360404e-003	1.724431e-003	9.442358e-004	-9.802913e-004	1.916551e-003	-2.388854e-003	-2.360404e-003	3.448862e-003	2.832708e-003	-3.921165e-003
9.753105340525508e+000	-2.351789e-003	1.710913e-003	9.483545e-004	-9.787752e-004	1.876744e-003	-2.370019e-003	-2.351789e-003	3.421826e-003	2.845064e-003	-3.915101e-003
9.762870965525508e+000	-2.343014e-003	1.697358e-003	9.523396e-004	-9.771802e-004	1.837160e-003	-2.351164e-003	-2.343014e-003	3.394717e-003	2.857019e-003	-3.908721e-003
9.794958019096937e+000	-2.312810e-003	1.652394e-003	9.643979e-004	-9.712929e-004	1.708517e-003	-2.288900e-003	-2.312810e-003	3.304788e-003	2.893194e-003	-3.885172e-003
9.827045072668366e+000	-2.281171e-003	1.607224e-003	9.751205e-004	-9.646595e-004	1.582452e-003	-2.226643e-003	-2.281171e-003	3.214447e-003	2.925362e-003	-3.858638e-003
9.859132126239794e+000	-2.248096e-003	1.561847e-003	9.845073e-004	-9.572800e-004	1.458966e-003	-2.164391e-003	-2.248096e-003	3.123694e-003	2.953522e-003	-3.829120e-003
9.891219179811222e+000	-2.213586e-003	1.516264e-003	9.925584e-004	-9.491543e-004	1.338057e-003	-2.102146e-003	-2.213586e-003	3.032528e-003	2.977675e-003	-3.796617e-003
9.923306233382650e+000	-2.177640e-003	1.470474e-003	9.992738e-004	-9.402826e-004	1.219727e-003	-2.039908e-003	-2.177640e-003	2.940949e-003	2.997821e-003	-3.761130e-003
9.955393286954079e+000	-2.140259e-003	1.424479e-003	1.004653e-003	-9.306648e-004	1.103974e-003	-1.977676e-003	-2.140259e-003	2.848958e-003	3.013960e-003	-3.722659e-003
9.987480340525508e+000	-2.101443e-003	1.378277e-003	1.008697e-003	-9.203008e-004	9.908001e-004	-1.915450e-003	-2.101443e-003	2.756554e-003	3.026092e-003	-3.681203e-003
9.997245965525508e+000	-2.089491e-003	1.364259e-003	1.009734e-003	-9.170568e-004	9.568902e-004	-1.896600e-003	-2.089491e-003	2.728517e-003	3.029201e-003	-3.668227e-003
1.000000000000000e+001	-2.086104e-003	1.360305e-003	1.010008e-003	-9.161326e-004	9.473680e-004	-1.891288e-003	-2.086104e-003	2.720611e-003	3.030024e-003	-3.664531e-003
